IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£),NumCalls
001290-03012020,03 Jan 2020,2020,20:51:52,20,Special Service,Special Service,RTC,Outdoor,Road surface/pavement ,In street close to gazetteer location,W12 0RN,W12,34016019,21000801,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013753,Wormholt,Wormholt,522314,180909,522350,180950,51.5138773739,-0.2386882766,London,Hammersmith,493,Hammersmith,516,Hammersmith,1,2,2,4,1356,2
001379-04012020,04 Jan 2020,2020,05:10:34,5,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W14,0,21000373,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,West Kensington,West Kensington,,,524350,178150,,,London,Hammersmith,359,Fulham,,,1,1,1,1,339,1
001399-04012020,04 Jan 2020,2020,07:16:39,7,Special Service,Special Service,Effecting entry/exit,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,W14,0,21000736,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,,,523850,179650,,,London,Hammersmith,263,Hammersmith,,,1,1,1,1,339,1
001447-04012020,04 Jan 2020,2020,11:04:22,11,False Alarm,AFA,,Dwelling,Licensed House in Multiple Occupation - 3 or more storeys ,Correct incident location,,SW6,0,21000720,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013742,Lillie,Lillie,,,525250,177850,,,London,Fulham,246,Hammersmith,313,Kensington,2,2,2,1,339,1
001482-04012020,04 Jan 2020,2020,11:51:01,11,Special Service,Special Service,Lift Release,Other Residential,Hotel/motel ,Correct incident location,W6 9LU,W6,34008424,21000478,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013746,Ravenscourt,Ravenscourt,522382,178598,522350,178550,51.493091,-0.238519,London,Hammersmith,,,,,1,1,1,1,339,1
001544-04012020,04 Jan 2020,2020,15:37:51,15,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,W12,0,21001703,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013748,Shepherd's Bush Green,Shepherd's Bush Green,,,523550,180450,,,London,Hammersmith,366,Hammersmith,528,North Kensington,4,4,4,2,678,1
001553-04012020,04 Jan 2020,2020,16:00:18,16,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W12,0,21000108,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522150,180050,,,London,Hammersmith,179,Hammersmith,206,Hammersmith,4,4,4,1,339,1
001555-04012020,04 Jan 2020,2020,16:01:45,16,False Alarm,AFA,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,W6,0,21000955,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,,,523450,179550,,,London,Hammersmith,192,Hammersmith,,,1,1,1,1,339,1
001593-04012020,04 Jan 2020,2020,17:24:17,17,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW6,0,21000509,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013742,Lillie,Lillie,,,524850,177650,,,London,Fulham,174,Fulham,269,Hammersmith,3,4,4,1,339,1
001634-04012020,04 Jan 2020,2020,19:25:55,19,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,W12,0,21000380,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522950,179550,,,London,Hammersmith,,,,,,,,,,2
001680-04012020,04 Jan 2020,2020,21:57:11,21,Special Service,Special Service,Effecting entry/exit,Non Residential,Purpose built office ,Within same building,SW6 1TR,SW6,34128914,21001296,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,West Kensington,West Kensington,525092,178028,525050,178050,51.4873759,-0.1997047,London,Fulham,258,Fulham,,,1,1,1,1,339,1
001774-05012020,05 Jan 2020,2020,05:44:16,5,False Alarm,AFA,,Non Residential,Converted office ,Within same building,W6 7DJ,W6,34028050,21000411,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,Brook Green,Brook Green,523620,178677,523650,178650,51.493532,-0.220668,London,Hammersmith,193,Hammersmith,204,Hammersmith,4,5,5,2,678,1
001861-05012020,05 Jan 2020,2020,11:41:17,11,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,SW6,0,21000457,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013747,Sands End,Sands End,,,526250,176550,,,London,Fulham,277,Fulham,354,Chelsea,4,5,5,1,339,1
001867-05012020,05 Jan 2020,2020,12:00:57,12,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,SW6,0,21000703,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013738,Fulham Reach,Fulham Reach,,,523450,177050,,,London,Fulham,218,Fulham,274,Fulham,1,2,2,1,339,1
001873-05012020,05 Jan 2020,2020,12:19:49,12,Fire,Primary Fire,,Non Residential,Restaurant/cafe,Correct incident location,W6 7AL,W6,34028162,21000408,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,Brook Green,Brook Green,523411,178643,523450,178650,51.493272,-0.223689,London,Hammersmith,52,Hammersmith,94,Hammersmith,1,2,2,3,1017,1
001924-05012020,05 Jan 2020,2020,15:10:32,15,False Alarm,False alarm - Good intent,,Non Residential,Pub/wine bar/bar ,Correct incident location,W6 7PB,W6,34036611,21000727,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,523438,179088,523450,179050,51.4972656,-0.2231442,London,Hammersmith,75,Fulham,101,Hammersmith,3,3,3,1,339,3
001959-05012020,05 Jan 2020,2020,16:39:00,16,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,W12,0,21000724,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,,,523550,179750,,,London,Hammersmith,,,,,1,1,1,2,678,2
001989-05012020,05 Jan 2020,2020,17:53:18,17,Special Service,Special Service,Evacuation (no fire),Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,W12,0,21000401,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522150,179850,,,London,Hammersmith,392,Hammersmith,,,1,1,1,2,678,1
002087-05012020,05 Jan 2020,2020,21:23:51,21,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W14,0,21000579,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013734,Avonmore,Avonmore,,,524150,178750,,,London,Hammersmith,229,Hammersmith,242,Kensington,2,2,2,1,339,2
002117-05012020,05 Jan 2020,2020,22:18:13,22,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,W6,0,21000694,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013741,Hammersmith Broadway,Hammersmith Broadway,,,522750,178450,,,London,Hammersmith,262,Hammersmith,420,Chiswick,2,2,2,1,339,1
002252-06012020,06 Jan 2020,2020,09:33:11,9,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W6,0,21000622,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013746,Ravenscourt,Ravenscourt,,,522650,179050,,,London,Hammersmith,320,Hammersmith,328,Hammersmith,1,2,2,1,339,1
002306-06012020,06 Jan 2020,2020,11:34:10,11,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W6,0,21001121,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013734,Avonmore,Avonmore,,,523850,178450,,,London,Hammersmith,231,Hammersmith,235,Hammersmith,1,2,2,1,339,1
002351-06012020,06 Jan 2020,2020,13:52:54,13,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,W12,0,21000093,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013750,Wendell Park,Wendell Park,,,521850,179550,,,London,Chiswick,354,Hammersmith,,,1,1,1,1,339,2
002407-06012020,06 Jan 2020,2020,16:18:25,16,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,W12 9LB,W12,34124289,21000793,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013750,Wendell Park,Wendell Park,521630,179718,521650,179750,51.5033191,-0.2489601,London,Acton,312,Acton,,,1,1,1,1,339,2
002483-06012020,06 Jan 2020,2020,20:06:25,20,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W3,0,21000494,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013750,Wendell Park,Wendell Park,,,521350,179650,,,London,Acton,354,Acton,,,1,1,1,1,339,1
002502-06012020,06 Jan 2020,2020,20:57:35,20,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,W12 9LB,W12,34124289,21000793,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013750,Wendell Park,Wendell Park,521630,179718,521650,179750,51.5033191,-0.2489601,London,Acton,188,Acton,,,1,1,1,1,339,2
002555-06012020,06 Jan 2020,2020,22:16:24,22,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW6,0,21000509,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013742,Lillie,Lillie,,,524750,177650,,,London,Fulham,196,Fulham,290,Hammersmith,5,5,5,1,339,1
002583-07012020,07 Jan 2020,2020,00:38:47,0,Special Service,Special Service,Hazardous Materials incident,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,W11,0,21000663,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013748,Shepherd's Bush Green,Shepherd's Bush Green,,,523850,180350,,,London,North Kensington,287,North Kensington,,,1,1,1,2,678,1
002605-07012020,07 Jan 2020,2020,02:17:30,2,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,SW6,0,21001684,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013742,Lillie,Lillie,,,525350,177850,,,London,Fulham,347,Hammersmith,464,Chelsea,5,5,5,2,678,1
002724-07012020,07 Jan 2020,2020,11:02:54,11,Special Service,Special Service,Animal assistance incidents,Dwelling,House - single occupancy ,Correct incident location,,W12,0,21000382,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522450,179750,,,London,Hammersmith,326,Hammersmith,,,1,1,1,1,339,1
002813-07012020,07 Jan 2020,2020,15:08:59,15,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,SW6,0,21000509,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013742,Lillie,Lillie,,,525050,177750,,,London,Fulham,257,Fulham,,,1,1,1,1,339,1
003001-08012020,08 Jan 2020,2020,00:54:39,0,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Correct incident location,,W6,0,21000797,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,,,523350,179650,,,London,Hammersmith,191,Hammersmith,,,1,1,1,1,339,1
003029-08012020,08 Jan 2020,2020,06:12:43,6,False Alarm,AFA,,Non Residential,Gym ,Correct incident location,SW6 6PF,SW6,34130858,21000786,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013738,Fulham Reach,Fulham Reach,523557,176842,523550,176850,51.4770566512,-0.2222118633,London,Fulham,344,Fulham,,,1,1,1,1,339,1
003046-08012020,08 Jan 2020,2020,08:03:45,8,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,W12,0,21000489,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522050,179750,,,London,Hammersmith,343,Hammersmith,344,Hammersmith,1,2,2,1,339,1
003060-08012020,08 Jan 2020,2020,08:49:16,8,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W14,0,21000846,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013751,West Kensington,West Kensington,,,524550,177950,,,London,Hammersmith,263,Fulham,317,Hammersmith,2,2,2,1,339,1
003070-08012020,08 Jan 2020,2020,09:11:54,9,Special Service,Special Service,Lift Release,Non Residential,Church/Chapel ,Within same building,W6 7BL,W6,34134011,21000161,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,Brook Green,Brook Green,523877,178830,523850,178850,51.4948509,-0.2169138,London,Hammersmith,162,Hammersmith,,,1,1,1,1,339,1
003190-08012020,08 Jan 2020,2020,15:11:53,15,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,W12,0,21001256,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013753,Wormholt,Wormholt,,,522050,180150,,,London,Acton,332,Hammersmith,456,Hammersmith,1,2,2,1,339,1
003213-08012020,08 Jan 2020,2020,16:08:20,16,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,W12,0,21001256,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013753,Wormholt,Wormholt,,,522050,180150,,,London,Acton,274,Hammersmith,280,Hammersmith,1,2,2,1,339,1
003216-08012020,08 Jan 2020,2020,16:12:15,16,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,SW6,0,21000856,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013747,Sands End,Sands End,,,525850,175950,,,London,Fulham,408,Fulham,,,1,1,1,1,339,2
003273-08012020,08 Jan 2020,2020,18:04:31,18,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,W14,0,21000377,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013734,Avonmore,Avonmore,,,524150,178550,,,London,Hammersmith,279,Hammersmith,282,Hammersmith,1,2,2,1,339,1
003440-09012020,09 Jan 2020,2020,04:21:45,4,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,W12,0,21001703,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013748,Shepherd's Bush Green,Shepherd's Bush Green,,,523550,180450,,,London,Hammersmith,,,,,,,,,,2
003513-09012020,09 Jan 2020,2020,09:42:58,9,False Alarm,AFA,,Non Residential,Single shop ,Within same building,W12 8PH,W12,34037202,21000724,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,523750,179856,523750,179850,51.5040997,-0.2183825,London,Hammersmith,99,North Kensington,,,1,1,1,1,339,1
003525-09012020,09 Jan 2020,2020,10:14:58,10,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,SW6,0,21000708,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013745,Parsons Green & Sandford,Parsons Green & Sandford,,,525650,176550,,,London,Fulham,277,Fulham,318,Chelsea,2,2,2,1,339,1
003567-09012020,09 Jan 2020,2020,11:36:16,11,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W14,0,21000515,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013734,Avonmore,Avonmore,,,524650,178750,,,London,Hammersmith,414,Hammersmith,,,1,1,1,1,339,1
003614-09012020,09 Jan 2020,2020,13:19:29,13,False Alarm,AFA,,Non Residential,Shopping Centre ,Correct incident location,SW6 1BW,SW6,34131066,21000359,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013749,Walham Green,Walham Green,525473,177263,525450,177250,51.480417,-0.194492,London,Fulham,208,Fulham,,,1,1,1,1,339,1
003617-09012020,09 Jan 2020,2020,13:25:13,13,Special Service,Special Service,RTC,Outdoor,Road surface/pavement ,In street outside gazetteer location,W12 0SD,W12,34126212,21000877,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013736,College Park & Old Oak,College Park & Old Oak,522024,180949,522050,180950,51.5143038227,-0.242851668,London,Acton,491,Acton,,,1,1,1,1,339,1
003662-09012020,09 Jan 2020,2020,15:00:41,15,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,W12,0,21000380,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013737,Coningham,Coningham,,,522950,179550,,,London,Hammersmith,,,,,1,1,1,1,339,2
003668-09012020,09 Jan 2020,2020,15:10:47,15,False Alarm,False alarm - Good intent,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,W6,0,21000727,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,Addison,Addison,,,523550,179450,,,London,Hammersmith,247,Hammersmith,483,Hammersmith,1,2,2,1,339,1
003718-09012020,09 Jan 2020,2020,16:57:44,16,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,W11,0,21000663,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013748,Shepherd's Bush Green,Shepherd's Bush Green,,,523850,180150,,,London,North Kensington,390,Hammersmith,,,1,1,1,1,339,1
003769-09012020,09 Jan 2020,2020,19:38:04,19,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW6,0,21000223,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013744,Palace & Hurlingham,Palace & Hurlingham,,,524050,176550,,,London,Fulham,179,Wandsworth,304,Hammersmith,2,2,2,1,339,1
003806-09012020,09 Jan 2020,2020,20:25:23,20,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,W6,0,21000499,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013741,Hammersmith Broadway,Hammersmith Broadway,,,522950,178650,,,London,Hammersmith,283,Hammersmith,294,Hammersmith,1,2,2,1,339,1
003968-10012020,10 Jan 2020,2020,09:40:30,9,False Alarm,AFA,,Other Residential,Student Hall of Residence ,Correct incident location,W12 8HA,W12,34032427,21000380,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013748,Shepherd's Bush Green,Shepherd's Bush Green,523141,179682,523150,179650,51.502676398,-0.227206598,London,Hammersmith,165,Hammersmith,173,Hammersmith,1,2,2,1,339,1
004010-10012020,10 Jan 2020,2020,11:43:07,11,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,W6,0,21000161,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013735,Brook Green,Brook Green,,,523750,178950,,,London,Hammersmith,171,Hammersmith,671,Fulham,2,2,2,1,339,1
004056-10012020,10 Jan 2020,2020,13:20:00,13,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW6,0,21000403,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013742,Lillie,Lillie,,,525350,177750,,,London,Fulham,313,Fulham,,,1,1,1,1,339,1
004089-10012020,10 Jan 2020,2020,14:43:29,14,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW6,0,21000085,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013747,Sands End,Sands End,,,525950,176750,,,London,Fulham,320,Fulham,366,Chelsea,2,2,2,1,339,2
004101-10012020,10 Jan 2020,2020,15:14:34,15,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,W6,0,21000694,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013741,Hammersmith Broadway,Hammersmith Broadway,,,522750,178450,,,London,Hammersmith,280,Hammersmith,321,Hammersmith,1,2,2,1,339,1
004131-10012020,10 Jan 2020,2020,16:15:41,16,Fire,Primary Fire,,Dwelling,Self contained Sheltered Housing ,Within same building,,SW6,0,21001087,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013744,Palace & Hurlingham,Palace & Hurlingham,,,524350,175850,,,London,Fulham,280,Fulham,323,Wandsworth,3,3,3,3,1017,2
004205-10012020,10 Jan 2020,2020,19:18:38,19,Special Service,Special Service,Effecting entry/exit,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Within same building,,W6,0,21000219,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013738,Fulham Reach,Fulham Reach,,,523850,178050,,,London,Hammersmith,283,Hammersmith,,,1,1,1,1,339,1
004211-10012020,10 Jan 2020,2020,19:25:31,19,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,SW6,0,21000856,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013747,Sands End,Sands End,,,525850,175950,,,London,Fulham,251,Wandsworth,,,1,1,1,1,339,1
